name,genre
 Creed ,Rock
 Creedence Clearwater Revival ,Rock
 cresspo castellano ,Hip-Hop/Rap
 Cric ,
 Criimes ,Electronic
 Crime Mob ,Hip-Hop
 Criminal Work ,
 Cris Cab ,Pop
 Cristian ,Latin
 Cristina Scabbia ,
 Cristy Lane ,Inspirational
 Crooked I ,World/Reggae
 Crooked X ,Rock
 Crookers ,Electronic
 Crooner ,
" Crosby, Stills  Nash ",Rock
" Crosby, Stills, Nash  Young ",Rock
 Cross Canadian Ragweed ,Country
 Crosspoint Choir  Orchestra ,
 Crowder ,Christian & Gospel
 CrowxClass ,Japan
 CRU ,Hip-Hop
 Cruella ,
 Crypts ,Rock
 Crystal Bowersox ,Americana
 Crystal Castles ,Alternative
 Crystal Gage ,
 Crystal Gayle ,Country
 Crystal Waters ,House
 CSS ,Rock
 CSSR State Philharmonic Orchestra ,
 Cuesh ,
 Cuesh ,
 Cuff ,
 Cuisillos ,Latin
 Cults ,Alternative
 Cultura Proftica ,
 Culture Club ,New Wave
 Cumberland Gap ,
 Cumbia Chambacu ,
 Curiosity Killed the Cat ,Alternative
 Curreny ,Hip-Hop
 Current Events ,Jazz
 Curtis Blackwell  The Dixie Bluegrass Boys ,
 Curtis Braly ,Contemporary Country
 Curtis Jensen ,
 Curtis Paul Campbell ,
 Custom Kings ,
 Cutie Pai ,
 Cutz Calione ,
 Cyanide Pills ,Rock
 Cyndi Lauper ,Rock
 Cyndi Thomson ,Country
 Cynthia Basinet ,Christmas: Pop
 Cynthia Fetty ,
 Cynthiara Alona ,Pop
 Cypress Hill ,Hip-Hop/Rap
 Cyril Atef ,
 Czech Philharmonic Children's Choir ,
 D' Rafael ,
 D Star ,
 D. ImmanVaikom Vijayalakshmi ,
 D. Smith ,
 D.K. Davis ,
 D.R.A.M. ,Hip-Hop
 D12 ,Hip-Hop
 D4L ,Geek: GameTrailers
 Da Blast ,Hip-Hop/Rap
 Da Brat ,Hip-Hop/Rap
 Da Enforcerz ,Hip-Hop
 Da Phlayva ,
 Da Tweekaz ,
 Da Zoo ,
 Daddy Lumba ,
 Daddy Yankee ,World/International
 Dadhi JathaGyani Deedar Singh Dardi ,
 Daft Punk ,Dance
 Dagmar Krause ,Alternative
 Dailey  Vincent ,Country
 Daisy Mallory ,Contemporary Country
 Dale Evans ,Country
 Daler Mehndi ,Indian
 Daley ,Neo-Soul
 Dallas Austin ,R&B
 Dallas Gordon ,
 Dallas Moore ,Outlaw Country
 Dalston Handbell Ringers ,
 Damage (RB) ,R&B
 Damas Gratis ,
 Damasco Sanchez ,
 Dame Shirley Bassey ,Vocal Pop
 Damien Escobar ,Hip-Hop
 Damien Jurado ,Folk-Rock
 Damon Jer'Core ,
 Damu Ridas ,
 Dan  Shay ,Country
 Dan Byelich ,Hip-Hop/Rap
 Dan Cambell ,
 Dan Colehour ,Country
 Dan Diamant ,
 Dan Fogelberg ,Pop
 Dan Gellert ,
 Dan Hill ,Pop
 Dan Landrum ,
 Dan Seals ,Country
 Dan Tyminski ,Blues/Folk
 Dana Bishop Sanders ,
 Dana M. Haggard (dmhaggard) ,
 Dana M. Haggard Music ,
 Dana McVicker ,
 Dana Parish ,Rock
 Dance Music Federation ,
 Dandelion Wine ,
 D'Angelo ,R&B/Soul
 Dangerous Toys ,Classic Rock
 Dani Martn ,Latin
 Danie Lolles ,
 Daniel Bedingfield ,Pop
 Daniel 'Danny P.' Pierre ,
 Daniel Diges ,World/Reggae
 Daniel Dutton ,
 Daniel Kajmakoski ,
 Daniel Landa ,
 Daniel Lazo ,
 Daniel Merriweather ,R&B/Soul
 Daniel Nahmod ,
 Daniel O'Donnell ,Irish
 Daniel Powter ,Rock
 Daniel Rose ,Country
 Daniel Tosh ,Comedy/Spoken Word
 Daniel Vuletic ,
 Danielle Bradbery ,Country
 Danielle Peck ,Contemporary Country
 Danielle Sansone ,
 Danity Kane ,Alternative
 Danna Faulds ,
 Danny Allen ,Country
 Danny Boone ,
 Danny Brown ,Hip-Hop/Rap
 Danny Gokey ,Rock
 Danny Hutton ,Rock
 Danny Kays ,
 Danny Lamego ,
 Danny Martinez ,
 Danny Rose ,
 Danny Toan ,
 Danny ,Hip-Hop
 Danzig ,Rock
 Dara Sedaka ,
 Darcie Miner ,
 Dario Moreno ,
 Darius Bradford ,
 Darius Mooring ,
 Darius Rucker ,Country
 DarkAlbedo ,
 Darkest Hour ,Metal
 Darkside ,Electronic/Dance
 Darlene Austin ,Country
 Darlene D Cavalier ,
 Darlene Hill ,
 Darlene Love ,R&B/Soul
 Darlene Zschech ,Inspirational
 Darling Violetta ,
 Daron Hagen ,
 Darque ,
 Darrell Adams ,
 Darrell Ellis ,
 Darrell Luster ,
 Darrell Scott ,Country
 Darrell Staedtler ,
 Darren Criss ,Pop/Rock
 Darren Espanto ,Pop
 Darren Hayes ,Rock
 Darren Jackson ,Hip-Hop
 Darryl  Don Ellis ,
 Darryl Worley ,Country
 Daryl Hall ,Soul
 Daryle Singletary ,Country
 Darylese Shook ,
 Das EFX ,Hip-Hop/Rap
 Das Racist ,Hip-Hop
 Dashboard Confessional ,Rock
 Dat Boi T ,
 Dathan Thigpen ,
 Datia BenDor ,
 Daughters of Zion ,Contemporary Gospel
 Daughtry ,Rock
 Dave Bergen ,
 Dave Brubeck ,Jazz
 Dave Davies ,Rock
" Dave Dee, Dozy. Beaky, Mich  Tich ",Classic Rock
 Dave Dudley ,Country
 Dave Dykins ,Contemporary Country
 Dave East ,Rap
 Dave Gahan ,Rock
 Dave Grohl ,Rock
 Dave Grusin ,Movies
 Dave Hause ,Rock
 Dave Lubben ,
 Dave Mason ,Alternative
 Dave Navarro ,Rock
 Dave Pegg ,Blues/Folk
 Dave Russell ,Contemporary Country
 Dave Sampson  the Hunters ,
 Davey Arthur  Co. ,
 Davey Graney ,
 Davicito Paredes ,
 David Adam Byrnes ,Contemporary Country
 David Allan Coe ,Country
 David Allen Mayfield ,Alternative Country
 David Archuleta ,Rock
 David Baker ,
 David Ball ,Country
 David Banner ,Hip-Hop/Rap
 David Barr ,
 David Basse ,
 David Bedford ,Alternative
 David Bisbal ,Latin
 David BordenMother Mallard ,Classical
 David Bowie ,Glam Rock
 David Bravo ,
 David Carbone ,
 David Cook ,Pop/Rock
 David DiMuzio ,
 David Draiman ,
 David Fromager ,
 David Garrett ,Classical
 David Gates ,Pop
 David Gilmour ,Rock
 David Greenwood ,
 David Grisman ,Jazz
 David Guetta ,Electronic
 David Hasselhoff ,Pop
 David Holt ,Blues/Folk
 David J ,Alternative
 David Jaggs ,
 David Jaggs ,
 David James  Ndelible ,
 David Johansen ,Classic Rock
 David Kersh ,Country
 David Kilgour ,Alternative
 David Kitchen ,
 David Knopfler ,Rock
 David Korgan ,
 David Langley ,
 David Lee Garza ,Pop
 David Lee Murphy ,Country
 David Nail ,Country
 David Peck ,
 David Phelps ,
 David Rawlings ,Blues/Folk
 David Ray ,
 David Reynoso ,
 David Ruffin ,R&B/Soul
 David Sanborn ,Jazz
 David Sancious ,Jazz
 David Templeton ,
 David Wills ,
 David Yang ,Asia
 David Zinn ,
 David Zollo ,Roots Rock
 Davisson Brothers Band ,Rock
 Davy Vain ,
 Daw Yi Yi Thant ,
 Dawn Michele ,
 Daya ,Rock
 Daywood Penny ,
 Dazz Band ,Funk
 DB2 ,Contemporary R&B
 D'banj ,
 De La Ghetto ,World/Reggae
 De La Soul ,Hip-Hop
 De Seresteiro ,
 Dead Famous People ,Easy Listening/Vocal
 Dead Or Alive ,Disco
 Dead Poetic ,Rock
 Dead Ringer Band ,Country
 Deadbabies ,
 Deadmau5 ,Dance
 Dean  Britta ,Alternative
 Dean Alexander ,Country
 Dean Brody ,Country
 Dean Martin ,Jazz
 Dean Miller ,Contemporary Country
 Dean Thomas ,
 Deana Carter ,Contemporary Country
 Dear Pricey ,Rap
 Death Cab for Cutie ,Alternative
 Death Grips ,Hip-Hop/Rap
 Deathstars ,Rock
 Deb Mukherjee ,
 Debarati Som ,
 DeBarge ,R&B
 Debbie Andrews ,Rock
 Debbie Fortnum ,
 Debbie Gibson ,Pop
 Debbie Harry ,Pop
 Debbie Phillips Sigmon ,
 Debbie Spring ,
 Debbie Thomas ,
 Debby Ryan ,
 Debi Nova ,Rock
 Debojit ,
 Deborah Allen ,Contemporary Country
 Deborah Barnes ,
 Deborah Cox ,R&B/Soul
 Deborah Fraser ,
 Decadents ,
 Decaf ,
 Declan Nerney ,
 Dede Day ,
 DeeLyrious ,
 Deen Castronovo ,
 Deep Purple ,Rock
 Deer Tick ,Rock
 Deezy Da Prince ,
 Def Leppard ,British Invasion
 Default ,Grunge
 Deftones ,Metal
 Deirdre ,
 Deirdre Gilsenan ,
 Deitrick Haddon ,Inspirational
 Dej Loaf ,Hip-Hop
 Del McCoury ,Country
 Delbert McClinton ,Blues/Folk
 Dele Bamgboye ,
 Dell Harris ,Hip-Hop/Rap
 Delphic ,Rock
 Delta Goodrem ,Rock
 Dem Franchize Boyz ,Hip-Hop/Rap
 Demente ,Latino
 Demfellaz ,Hip-Hop/Rap
 Demi Lovato ,Pop
 Demolition Bass ,
 Demon Hunter ,Christian Metal
 Demun Jones ,Alternative Country
 Denagan Janvier Honfo ,
 Dencia ,Afro-Pop
 Deneen Wright ,
 Deniece Williams ,R&B/Soul
 Denis The Menace Presents TUBE6 ,
 Dennis Brown ,Reggae
 Dennis Miller ,
 Dennis Morgan ,
 Dennis Parlato ,
 Dente ,Rock
 Denton King ,Rock
 Deon Taylor ,
 Deorro ,Dance
 Depeche Mode ,Alternative
 Derby ,Rock
 Derek Amato ,Pop/Rock
 Derek Halet ,
 Derek Luh ,
 Derek St. Holmes ,Rock
 Derek Trucks Band ,
 Derrick May ,Dance/Electronic
 Derrick Mitchell ,Hip-Hop
 Derrick Ndzimande ,
 Descendents ,Punk
 Desert Rose Band ,Country
 Desi Arnaz ,Latin
 Desmod ,
 Desolation Wilderness ,Rock
 Des'ree ,R&B/Soul
 Dessert Sessions ,
 Destiny's Child ,R&B/Soul
 Detonate 54321 ,
 Deutschland sucht den Superstar ,World/Reggae
 Dev ,Pop
 Devaki Pandit ,
 DeVante Swing ,Rock
 Devin the Dude ,Hip-Hop
 Devin 'The Dude' ,
 Devin Vasquez ,
 Devo ,Rock
 DeVohn Sutton ,
 Devon Allen Johnson ,
 Devonte Riley ,R&B/Soul
 Devvon Terrell ,Pop
 Dewayne Blackwell ,
 Dexkoncierto ,
 Dexter Ardoin ,
 Dexys Midnight Runners ,
 Dhiren Bose ,
 Diamond ,
 Diamond Rings ,Alternative
 Diamond Rio ,Country
 Diana Ambache ,
 Diana King ,World
 Diana Krall ,Jazz
 Diana Page ,
 Diana Rae ,
 Diana Ross ,R&B/Soul
 Diane Bish ,
 Diane Horner ,
 Diane Ponzio ,
 Diane Sherrill ,
 Diarrhea Planet ,Indie Rock
 Dick Dale ,Rock
 Dick Hyman ,Jazz
 Dick Morgan Trio ,
 Dick Prall Band ,
 Dick Thomas ,
 Dicky Cheung ,
 Diddy ,Hip-Hop/Rap
 Dido ,Alternative
 Die Antwoord ,Hip-Hop
 Die Bayrische 7 ,
 Die Flippers ,
 Die Lustigen Oberkrainer ,
 Die Prinzen ,
 Diego Correa  Damaris Thillet ,
 Diego Mill ,Hip-Hop
 Diego Torres ,Latin
" Diego, Dora  Friends ",
 Dierks Bentley ,Country
 Diesel Dougie ,
 Dietmar Dath ,
 Dietz ,
 Digg Deep ,
 Diggy Dre ,West Coast Rap
 Digital Underground ,Teen Wolf
 Digitaline ,
 Dilated Peoples ,Hip-Hop/Rap
 Dillon Campbell ,
 Dillon Emmons ,Pop/Rock
 Dillon Francis ,Dance
 Dillon Hodges ,Americana
 Dima Bilan ,Rock
 Dimi Sloane ,
 Dimitri Vegas ,
 Dinah Shore ,Easy Listening/Vocal
 Dinah Washington ,Jazz
 Dinco D ,
 Dingdong Avanzado ,
 Dingo Fish Band ,
 Dinho Ouro Preto ,
 Dino Meneghin ,Soundtrack
 Dino Merlin ,
 Dinosaur Jr. ,Rock
 Dio ,Rock
 Dion DiMucci ,
 Dion Pride ,
 Dionne Charles ,
 Dionne Warwick ,Soul
 Dionny Baez ,
 Dipali Barthakur ,
 Diplo ,Dance
 Dir en grey ,Rock
 Dire Straits ,Rock
 Dirt Nasty ,Hip-Hop
 Dirty ,Hip-Hop
 Dirty South ,Electronic
 Dirty Steve ,Hip-Hop/Rap
 Dirty Vegas ,Indie Rock
 Disciple ,Rock
 Disclosure ,
 Dishwalla ,Rock
 Dispatch ,Alternative
 District Six ,Jazz
 Disturbed ,Metal
 Diverse ,Hip-Hop/Rap
 Divino (Tejano) ,
 Dixiana ,Country
 Dixie Blue Grass Band ,
 Dixie Chicks ,Country
 Dizzy Wright ,Hip-Hop
 DJ Antoine ,Electronic/Dance
 DJ Arafat ,Alternative
 Dj Arwen ,Electronic
 DJ Baba G ,
 DJ Babalu ,
 DJ C4 ,
 Dj Careless ,Alternative Rap
 DJ Clue ,Hip-Hop/Rap
 DJ Decryption ,
 DJ Drama ,Hip-Hop
 DJ Dream ,
 DJ DX ,Hip-Hop/Rap
 DJ Elex ,
 DJ Flash ,Old School Rap
 DJ Flexx ,
 DJ Fresh ,Electronic/Dance
 DJ GIO MC 505 ,
 DJ Infamous ,Hip-Hop
 DJ Jelly ,Comics and Games
 DJ Kasualmadness ,Electronic
 DJ Khaled ,Hip-Hop
 DJ Kliprock ,
 DJ Laz ,Hip Hop
 DJ Lucien ,
 DJ Marcelinho ,
 DJ Mustard ,Hip-Hop
 DJ Muster ,
 DJ Nyk ,
 DJ OMIS ,Singer/Songwriter
 DJ Palash ,House
 DJ Paul ,Hip-Hop
 DJ Pauly D ,
 DJ Pearl ,
 DJ Professor ,
 DJ Quik ,Hip-Hop/Rap
 DJ R. Fishbone ,
 DJ Rap ,Dance
 DJ RAUL ,Dance
 Dj Rich Arzadon ,
 DJ Russel ,
 DJ RYZE ,
 DJ Screw ,Hip-Hop/Rap
 DJ Sebas Arcabascio ,
 DJ Snake ,Dance
 DJ Spare Change ,
 DJ Stin ,
 Dj suiss ,Electronic
 DJ T. ,
 DJ Teeko ,
 DJ Twitch ,
 DJ Wade Randolph Hampton ,Electronic
 DJ Wegun ,
 DJ X ,Electronic/Dance
 Dj Young Cee ,Hip-Hop
 DL Ramasutra ,
 Dl Turner ,
 DMT MAESTRA ,Gangsta Rap
 DMX ,Hip-Hop/Rap
 D'NASH ,Rock
 Do or Die ,Hip-Hop/Rap
 Dobad the Assailant ,
 Doc Box  B. Fresh ,
 Doc Dabolu ,
 Doc Martin ,Dance/Electronic
 Doc McKenzie ,Inspirational
 Doc Severinsen ,Crank Yankers
 Doc Watson ,Blues/Folk
 Doctor Proper ,
 Doctrine of Ethos ,
 Doe Hicks ,Dirty South
 Dog House Posse ,
 Dogon ,
 Dokken ,Rock
 Dollar Store ,Rock
 Dolly Parton ,Country
 Dolly Parton  Kenny Rogers ,
 Dolores O'Riordan ,Rock
 DOM ,
 Dom Kennedy ,Hip-Hop/Rap
 Dom Louie ,Hip-Hop
 Domingo Quiones ,Salsa
 Dominique Young Unique ,Hip-Hop
 Domisie ,
 Don Bell ,
 Don Burke ,
 Don Campbell (Reggae) ,
 Don Chezina ,Latin
 Don Diego ,Jazz
 Don Diego ,
 Don Edwards ,Country
 Don Gay ,
 Don Gibson ,Country
 Don Henley ,Rock
 Don Henry ,Country
 Don Hosea ,
 Don Jagwarr ,Hip-Hop
 Don Johnson ,Rock
 Don Kincaid ,
 Don Moen ,Inspirational
 Don Omar ,Reggaeton y Hip-Hop
 Don Ray Band ,Southern Rock
 Don Rich ,Country
 Don Rich  The Buckaroos ,
 Don Williams ,Country
 Don Winters ,
 Don Yute ,Pop
 Donald Trump ,
 Donell Jones ,R&B/Soul
 Donn Robb ,
 Donna Fargo ,Country
 Donna Stoneman ,
 Donna Summer ,Disco
 Donnellshawn ,
 Donnie Baker ,
 Donnie McClurkin ,R&B/Soul
 Donnie Ware ,
 Donny Osmond ,Pop
 Donovan ,Rock
 Dooley Brothers ,
 Dope ,Rock
 Dorealla ,Rap
 Dorfrocker ,World/Reggae
 Dorian Harewood ,
 Doris Day ,Easy Listening/Vocal
 Doron Medalie ,
 Dorothy Moore ,R&B/Soul
 Dorothy Papadakos ,
 Dorrough Music ,Hip-Hop
 Dot Kom ,
 DOTcom ,Dance
 Dottie West ,Country
 Doug Benjamin ,
 Doug Harris ,
 Doug Moreland ,
 Doug Seven ,
 Doug Stone ,Country
 Douglas Lucas ,
 Dove Cameron ,
 Dove Cameron ,Rock
 dove night ,Rock
 Dowland ,
 Down ,Rock
 Down Town ,
 DOWNTOWN DION ,Hip-Hop
 Doyle Lawson ,Blues/Folk
 DP BEATS ,Instrumental
 Dr. Alban ,Electronic/Dance
 Dr. BP Vyas ,
 Dr. C.J. Johnson ,
 Dr. Demento ,Comedy/Spoken Word
 Dr. Dre ,Hip-Hop/Rap
 Dr. Gloria F. Thompson ,
 Dr. Hook ,Classic Rock
 Dr. Jinsong Guo ,
 Dr. John ,Classic Rock
 Dr. M. Balamuralikrishna ,Indian
 Dr. Rajeeb Chakraborty ,
 Dr. Sir Warrior ,
 Dr. Thunder ,
 Draaco Aventura ,Pop Latino
 Drake ,Hip-Hop/Rap
 Drake Bell ,Pop/Rock
 Drake White ,
 Dramarama ,Alternative
 Dray Hill ,
 Dre ,
 Dread Mar  I ,
 Dream ,Pop
 Dream Theater ,Metal
 Dreamscape Unlimited ,
 Dren ,West Coast Rap
 Drew Baldridge ,Country
 Drew Holcomb  The Neighbors ,Americana
 Drew Sidora ,
 Drivin' N' Cryin' ,Rock
 Drop Nineteens ,Alternative
 Drowning Pool ,Rock
 Dru Hill ,R&B/Soul
 Drunken Tiger ,World/Reggae
 Drupy Fli Musik ,Hip-Hop
 Dry Cell ,Metal
 Dry County ,Outlaw Country
 Dry The River ,Rock
 DSharp International ,Pop
 DShot ,Hip-Hop
 DSquad ,Hip-Hop
 Duane Allen ,
 Dubble A ,Hip-Hop/Rap
 Dubstep ,
 Duck and Goose ,
 Duck Sauce ,Electronic
 Ducktails ,Indie Rock
 Due West ,
 Duffy ,Rock
 Duke Boyz ,
 Duke Dumont ,Dance
 Duke Ellington ,Jazz
 Duke Robillard ,Blues/Folk
 Duke Special ,Singer/Songwriter
 Dulcimer ,Rock
 Dulla ,Alternative Rap
 Dum Dum Girls ,Indie Rock
 Dundika ,
 Dunham Jazz  Jubilee Singers ,Jazz
 Duran Duran ,New Wave
 Dushyant Kapoor ,Teen Pop
 Dustin Bogue ,
 Dustin Christensen ,
 Dustin Lynch ,Country
 Dusty Rogers ,
 Dusty Street ,
 Dusty Woods ,Honky Tonk
 DW ,Hip-Hop
 Dwele ,Dance/Electronic
 DWHY ,Hip-Hop/Rap
 Dwight Whitley ,
 Dwight Yoakam ,Country
 Dylan Scott ,Country
 E.J. Gold ,
 E.L.E.P.H.A.N.T. ,
 E.M.S ,Hip-Hop/Rap
 — ,
 E40 ,Hip-Hop/Rap
 E40  Too hort ,
 Eagles ,Rock
 Eamon ,Pop
 Eamon McLoughlin ,
 Earl Bynum ,
 Earl Hines ,Jazz
 Earl Scruggs ,Country
 Earl Sykes ,
 Earl Taylor ,
 Earl Thomas Conley ,Country
 Earl van Dyke ,R&B/Soul
" Earth, Wind  Fire ",R&B/Soul
 East Coast Syndicate ,
 East Side Dave  The Mountain Folk Band ,
 Easter Brothers ,Rock
 Easton Corbin ,Traditional Country
 EazyE ,Hip-Hop/Rap
 Ebba Forsberg ,Jazz
 Eblend ,
 Ebony Band ,
 Echo  The Bunnymen ,Logo Pop News
 Echoes of Erin ,
 Echosmith ,Alternative
 Echun Okiry ,
 Eclipxica ,Pop/Rock
 Ed Bickert ,Jazz
 Ed Bruce ,Country
 Ed Dailey ,
 Ed Gagne ,
 Ed Jurdi ,
 Ed Kuepper ,Alternative
 Ed Peekeekoot ,
 Ed Roman ,Folk-Rock
 Ed Sheeran ,Singer/Songwriter
 Ed Thigpen ,Jazz
 Ed Walsh ,
 Eddie Boyd ,Blues/Folk
 Eddie Cochran ,Rock
 Eddie Cole's Solid Swingers ,Jazz
 Eddie Gonzalez ,
 Eddie Higgins ,Jazz
 Eddie Lee Jones And Family ,Blues/Folk
 Eddie Money ,Pop
 Eddie Muoz ,
 Eddie Murphy ,Pop
 Eddie Rabbitt ,Country
 Eddie Ruth Bradford ,
 Eddie Setser ,
 Eddie Ski White ,
 Eddie Stubbs ,
 Eddie Vedder ,Alternative
 Eddie Wilson ,
 Eddy Arnold ,Country
 Eddy Fish ,Hip-Hop/Rap
 Eddy Herrera ,Latin
 Eden's Crush ,Pop
 Edens Edge ,Country
 Edgar Allan Poe ,
 Edie Brickell ,Alternative
 Edilberto Cuestas ,
 Edita Pieha ,
 Editors ,
 Edmund Hockridge ,Easy Listening/Vocal
 Edmund Mooney ,
 Edmund Sylvers ,
 Edson Sean ,
 Eduardo Costa ,
 Edward Maya ,Rock
 Edward Sharpe  the Magnetic Zeros ,Indie Rock
 Edward T. Chapman ,
 EekAMouse ,Reggae
  ,World/Reggae
 Efya ,
 Egil Fylling ,Easy Listening/Vocal
 Egypt Central ,Rock
 Eightball  MJG ,Hip-Hop/Rap
 Eighty4 Fly ,
 Eikon ,Electronic
 Eileen Kelly ,
 Einalem  Enaid ,
 Eir Aoi ,
 Eisbrecher ,Rock
 Eisheilig ,Rock
 Eisley ,Indie Rock
 Eiya Mentor ,
 El Chapo de Sinaloa ,Latin
 El Dasa ,
 El DeBarge ,Pop
 El Hadj Houcine Toulali ,
 El Morro ,Latin
 El Tacuache ,
 Elad Offer ,
 Eladio Reyes ,
 Elaine Faye ,Soul
 Elastica ,Alternative
 Elbow ,Alternative
 Electric Guest ,Alternative
 Electric Light Orchestra ,Rock
 Electric Wizard ,Metal
 Electronic ,Alternative
 Elements Garden ,
 Elena Garca ,
 Elena Gilels ,
 Elenita Santos ,
 Elephant Man ,Hip-Hop/Rap
 Eli Tellor ,
 Eli Young Band ,Country
 Elida Reyna ,Latin
 Elida y Avante ,Latin
 Elif Altintas ,
 Elijah's Diner ,
 Elizabeth and the Catapult ,Rock
 Elizabeth Cook ,Outlaw Country
 Elizabeth Lyons ,Country
 Ella Andall ,
 Ella Eyre ,Pop
 Ella Fitzgerald ,Blues
 Ella Henderson ,Rock
 Elle King ,Alternative
 Elle Varner ,R&B/Soul
 Ellen DeGeneres ,Comedy/Spoken Word
 Ellery Klein ,
 Elli Kokkinou ,
 Ellie Goulding ,Pop
 Elliot Wimbush ,
 Elliott Smith ,Rock
 Elliott Yamin ,Rock
 Elliphant ,Pop
 ellis martin ,Soul
 Elmedyn ,Electronic
 Elmore Stoutt ,
 Elo ,
 Elsa ,
 Elton Britt ,Country
 Elton John ,Pop/Rock
 Elvis Costello ,Rock
 Elvis Crespo ,World/International
 Elvis Has Left the Building ,
 Elvis Presley ,Rock
 Elwood Williams ,
 EMA ,Rock
 Emad Sayyah ,
 Emancipator ,Electronic
 Embaixadores Band ,
 Emblem3 ,
 Emeli Sand ,Pop
 Emerson Drive ,Country
" Emerson, Lake  Palmer ",Rock
 Emery ,Alternative
 Emil  Friends ,Rock
 Emilana Torrini ,Alternative
 Emiliano PardoTrist¡n ,
 Emilio Navaira ,Tejano/TexMex
 Emily Hackett ,Americana
 Emily Hagihara ,
 Emily Kinney ,Singer/Songwriter
 Emily Osment ,Country
 Emily West ,Country
 Emin ,
 Emina Jahovic ,
 Eminem ,Rap
 eminem  songs and videos ,
 Emma Bunton ,Pop
 Emma Fielding ,
 Emma Mae Jacob ,
 Emma Milan ,
 Emmanuel ,Latin
 Emmylou Harris ,Blues/Folk
 Emphatic ,Hard Rock
 Empire Cast ,Hip-Hop
 Empire of the Sun ,Alternative
 EMW Music Group ,
 En Vivo ,
 En Vogue ,R&B/Soul
 end roulette ,College Rock
 Enemy Mine ,
 Enemy Planes ,Indie Rock
 Engelbert Humperdinck ,Jazz
 Enid Katahn ,
 Enigma ,Easy Listening/Vocal
 Eniqo ,
 Enis Cinar ,House
 Ennio Morricone ,Soundtracks/Musicals
 Enoch Light ,Jazz
 Enoch Train ,
 Enon Tabernacle Mass Choir ,
 Enrage ,
 Enrico Pieranunzi ,Jazz
 Enrique Cha ,Latin
 Enrique Guzm¡n ,Latin
 Enrique Iglesias ,Pop
 Enrique Santos ,
 Enya ,World
 Eos Ramazzotti ,
 Epilepsy ,
 Epis Hum ,
 EPMD ,Hip-Hop/Rap
 Equinox Music Group ,
 Erasure ,House
 Erdiredii ,Rap
 Erectus Monotone ,
 Eric Bellinger ,
 Eric Bent ,R&B/Soul
 Eric Burgett ,Country
 Eric Church ,Country
 Eric Clapton ,Blues-Rock
 Eric D. Rucker Jr. ,
 Eric Donaldson ,Reggae
 Eric Franceries ,
 Eric Heatherly ,Country
 Eric Hutchinson ,Pop/Rock
 Eric Johnson (Electronic) ,
 Eric Lee Beddingfield ,
 Eric Loren ,
 Eric Michael Hopper ,
 Eric Mizelle ,
 Eric Paslay ,Country
 Eric Shea ,
 Eric Turner ,
 Eric Van Houten ,Country
 Erica Campbell ,Contemporary Gospel
 Erica Piccininni ,
 Erik Dylan ,Contemporary Country
 Erika Jo ,Country
 Erin McCarley ,Rock
 Ernest Ray Lynn ,
 Ernest Tubb ,Country
" Ernie ""Bubbles"" Whitman ",
 Ernie Haase ,Inspirational
 Eros Ramazzotti ,Italian
 Erotico ,
 Errol Herrick ,
 Erykah Badu ,R&B/Soul
 EScape ,
 Escape Club ,Pop
 Escape the Fate ,Rock
 EshcoNinco ,
 Esk ,
 Esme Denters ,
 ESP ,
 Esperanza Spalding ,Rock
 Espinoza Paz ,Latin
 Essa Kassimi ,
 Essie Jain ,
 Estelle ,R&B/Soul
 Estopa ,Latin
 Ethan and the Ewox ,
 Ethan Tucker ,New Acoustic
 Ethnographical Ensemble ,
 Etna ,
 Etta James ,R&B/Soul
 ¿ ,World/Reggae
 Europe ,Rock
 Eurythmics ,Rock
 Eva Cassidy ,Blues/Folk
 Eva Lanska ,
 Eva Luna ,
 Eva Simons ,
 Eva Sklar ,
 Evalisto Muyinda ,
 Evan Garr ,
 Evan Taubenfeld ,Pop
 Evanescence ,Rock
 Eve ,Hip-Hop/Rap
" Evelyn ""Champagne"" King ",Soul
 Everett Firth ,
 Everlast ,Singer/Songwriter
 Everso Jake ,
 Every Mother's Son ,Pop
 Everyday Sunday ,Inspirational
 Evil Twin ,
 Evol 1 ,
 Ewa Sonnet ,
 Ewing Street Times ,
 Example ,Electronic/Dance
 EXILE ,Country
 EXILE ,Rock
 Existentialism ,
 Exo ,
 EXO (korea) ,
 EXOK ,Rock
 Experimenter En Couleur ,
 Extreme ,Classic Rock
 Eye Candy ,
 Eyes Set to Kill ,Rock
 EZ3kiel ,
 Ezio Di Cesare Tenor ,
 F.Soe Paing ,
 F2F ,
 Fabolous ,Hip-Hop/Rap
 Factory 81 ,Rock
 Fade Chromatic ,
 Fahad al Kubaisi ,
 Faith Evans ,R&B/Soul
 Faith Hill ,Country
 Faith Marion Robinson ,
 Faith No More ,Rock
 Faithless ,Dance/Electronic
 Fake Club ,Rock & Roll
 Faker Five ,
 Falco ,Alternative
 Falguni Pathak ,
 Fall Back Plan ,Alternative
 Fall Out Boy ,Alternative
 Falling In Reverse ,Hard Rock
 Falling Through April ,Alternative
 Family Force 5 ,Dance
 Famy ,
 Fantasia ,R&B/Soul
 Fantasy Factory ,
 Far  East Movement ,Hip-Hop
 Faraz Khan ,
 Farewell Party Band ,
 Farhad Besharati ,
 Farid Bang ,Hip-Hop
 Farnsworth ,
 Faron Young ,Country
 Farruko ,Reggaeton y Hip-Hop
 Farrukoofficial ,Reggaeton y Hip-Hop
 Faster Pussycat ,Classic Rock
