name,genre
 Mad Professor ,Hip-Hop/Rap
 Madchild ,Hip-Hop
 Madcon ,News
 Maddi Jane ,
 Maddie  Tae ,Country
 maddie and tae ,
 Maddy Prior ,World/Reggae
 Madelyn Victoria ,Country
 Madison Beer ,Pop
 Madisyn Elise ,Teen Pop
 Madonna ,Pop
 Magellan ,Rock
 Maggie Eckford ,Contemporary Singer/Songwriter
 Maggie Moor ,
 Maggie Rose ,Country
 Maggie Sajak ,Country
 MAGIC ,Pop/Rock
 Maiden Dixie ,Alternative Country
 Maiysha ,R&B/Soul
 Majid Jordan ,Electronic/Dance
 Major Lazer ,Reggae
 Makaveli ,
 Make Me Famous ,Rock
 mako girls ,Pop
 Mal ,Latin
 Malcolm Moore ,
 Mali Music ,
 Malik  the O.G.'s ,Spoken Word
 Malik Flavors ,
 Malikai ,Hip-Hop/Rap
 Mallu Magalhes ,
 Maluma ,Rock
 Man¡ ,Rock
 Manafest ,Christian Rock
 Mandi Perkins ,Rock
 Mando Diao ,Rock
 Mandy Barnett ,Traditional Country
 Mandy Moore ,Pop
 Manoj Pandya ,
 Manowar ,Metal
 Manu Chao ,Alternative
 Manuela Van Geenhoven ,
 Mapei ,Pop
 Marc Anthony ,World/International
 Marc Bolan ,Rock
 Marc Scibilia ,Adult Alternative
 Marcellus Long ,Teen Pop
 Marcia Griffiths ,Reggae
 Marco Antonio Sols ,World/International
 Marcus Eldridge ,
 Maren Morris ,
 Margaret Dulaney ,
 Margot Rejskind ,
 Maria Mena ,Rock
 Mariah Carey ,Pop
 Marianas Trench ,Pop/Rock
 Mariano Apicella ,
 Marie Miller ,Singer/Songwriter
 Marie Osmond ,Country
 Marillion ,Prog-Rock/Art Rock
 Marilyn Manson ,Rock
 Marina and The Diamonds ,Indie Rock
 Mario ,R&B/Soul
 Mario Romero ,
 Marisol ,
 Mark Chesnutt ,Country
 Mark Collie ,Country
 Mark Knopfler ,
 Mark Leach ,Alternative Country
 Mark Murphy ,Jazz
 Mark Ronson ,Dance/Electronic
 Mark Shim ,
 Mark Wills ,Country
 Markus Schulz ,Trance
 Marky Mark ,Hip-Hop/Rap
 Marlon Butler ,
 Maroon 5 ,Pop/Rock
 Mars Hill Music Citizens ,Praise & Worship
 Marshmello ,
 Martin Garrix ,House
 Martin Kimble ,Alternative
 Martin Solveig ,Electronic/Dance
 Martina McBride ,Country
 Martina Stoessel ,
 Marty Brown ,Traditional Country
 Marty Robbins ,Country
 Marty Stuart ,Country
 Marvin Gaye ,Anime
 Marvin Sapp ,R&B/Soul
 Marvin Winans ,Inspirational
 Mary Chapin Carpenter ,Country
 Mary J. Blige ,R&B/Soul
 Mary Kloepper ,
 Mary Lambert ,Pop
 Mary Mary ,R&B/Soul
 Maryloo ,
 Mashup ,
 Mason Noise ,Contemporary R&B
 Massive Attack ,Dance/Electronic
 Master P ,Hip-Hop/Rap
 Master Saleem ,
 Mastodon ,Metal
 Mat Kearney ,Singer/Songwriter
 matchbox twenty ,Rock
 Mathiew Houzen ,Techno
 Matisyahu ,Pop/Rock
 Matt and Kim ,Rock
 Matt Caldwell ,Contemporary Country
 Matt Cline ,
 Matt Kennon ,Country
 Matt Martindale ,
 Matt Mercado ,Rock
 Matt Monro ,Easy Listening/Vocal
 Matt Nathanson ,Alternative
 matt pond PA ,Indie Rock
 Matt Stillwell ,Alternative Country
 Matthew E. White ,Rock
 Matthew Kahler ,Rock
 Matthew Koma ,Pop/Rock
 Matthew Snare ,Americana
 Maureen McCormick ,
 Maurice Besanon ,
 MAX ,Pop/Rock
 Max D. Barnes ,Country
 Max Martin ,Rock
 Maxi Arland ,
 Maximapple ,
 Maxwell ,R&B/Soul
 Maybach Music Group ,
 MAYDAY ,Hip-Hop/Rap
 Mayden HollyWood ,Pop/Rock
 Mayer Hawthorne ,Alternative
 Mayham ,Hip-Hop
 Maynard James Keenan ,Rock
 Maze ,Movies
 Mazza Magoo ,
 Mazzy Star ,Alternative
 Mbaraka Mwinshehe  Morogoro Jazz Band ,World/International
 MBLAQ ,
 MC Eiht ,Hip-Hop/Rap
 MC Hammer ,
 MC Kash ,Hip-Hop/Rap
 MC Number 6 ,
 McFadden  Whitehead ,Soul
 Me Vs. Murphy ,Indie Rock
 Meat Loaf ,Rock
 Meek Mill ,Hip-Hop
 Meg  Dia ,Rock
 Mega Mann ,
 Megadeth ,Metal
 Megan McMillan ,Alternative Country
 Megha Maan ,Hip-Hop/Rap
 Meghan Linsey ,Country
 Meghan Trainor ,
 Mehran ,Psychedelic
 Mel Besher ,
 Mel Shandy and Sexy Rock ,
 Mel Street ,Country
 Mel Tillis ,Country
 Melanie Amaro ,R&B
 Melanie Fiona ,R&B/Soul
 Melanie Martinez ,Pop
 Melissa Auf der Maur ,
 Melissa Bollea ,
 Melissa Etheridge ,Rock
 Melissa Montgomery ,Alternative Country
 Melle Mel ,
 Melodie Dawn Wilson ,
 Melody Gardot ,Rock
 Melonie Cannon ,Country
 Melvin Bridges III ,Hip-Hop/Rap
 Memphis May Fire ,Metal
 Menudo ,Latin
 Mercyland ,Alternative
 Meredith Brooks ,Pop
 Merle Haggard ,Country
 Merle Kilgore ,Country
 Merle Peek ,
 Merle Travis ,Country
 MET G. ,Dirty South
 Metallica ,Metal
 Metric ,Alternative
 Metro Station ,Alternative
 MGK ,Rap
 MGMT ,Rock
 Mic Burner ,
 Mic Digati ,Hip-Hop
 Mic Lansky ,Hip-Hop/Rap
 Mic Midi ,Electronic
 Michael A. Galianos ,Pop/Rock
 Michael A. Galianos Faction ,Pop/Rock
 Michael Amante ,Classical
 Michael Bolton ,Pop
 Michael Bubl ,Easy Listening
 Michael Celedon ,
 Michael Cosner ,Contemporary Country
 Michael Hedges ,Rock
 Michael Jackson ,Pop
 Michael Learns to Rock ,R&B
 Michael Luginbill ,
 Michael Martin Murphey ,Country
 Michael McDonald ,Soul
 Michael Moore ,Jazz
 Michael Nesmith ,Singer/Songwriter
 Michael Ray ,Country
 Michael Ray ,
 Michael Scott ,
 Michael W. Smith ,Christian & Gospel
 Michael Webb ,
 Michael WinansRegina Winans ,
 Michelle Branch ,Pop
 Michelle Celli ,
 Michelle Pfeiffer ,
 Michelle Williams ,R&B/Soul
 Mick Jagger ,Rock
 Mick Jenkins ,Rap
 Mickey Gilley ,Country
 Mickey Guyton ,Country
 Micky  the Motorcars ,Country
 Micni ,
 Mictunes ,
 Midnight Oil ,Rock
 Midnight Red ,Teen Pop
 Mighty Clouds of Joy ,R&B/Soul
 Mighty Spoiler ,
 Migos ,Hip-Hop/Rap
 Miguel ,R&B/Soul
 Mika ,Rock
 Mika ,Pop
 Mike Corrado ,Contemporary Country
 Mike Denver ,
 Mike Farris ,Rock
 Mike Gino ,Hip-Hop/Rap
 Mike Kenny ,
 Mike Lee ,
 Mike Manuel ,
 Mike Myers ,
 Mike O'Brien ,
 Mike Posner ,Pop
 Mike Ryan ,Traditional Country
 mike taylor  ,Alternative
 Mike Tokes ,
 Mike Will ,
 Mike Zombie ,
 Mikel Knight ,Urban Cowboy
 Mikey360 ,R&B/Soul
 Mikito ,
 Mikky Ekko ,Pop/Rock
 Milan Christopher ,Traditional Pop
 Milan Diablow ,Pop
 Milano ,Hip-Hop
 Mil ,
 Mild Frontiers ,Britpop
 Miley Cyrus ,Pop
 Milind Ingle ,
 Milk Inc. ,
 millennial records ,Hip-Hop
 Milli Vanilli ,Pop
 Millie Jackson ,R&B/Soul
 Min. Darryl Cherry ,
 Mina Tobias ,Pop
 Mindless Behavior ,Pop
 Mindy McCready ,Country
 Ministry ,Rock
 Miracle (Rap) ,Hip-Hop
 Miranda Cosgrove ,Rock
 Miranda Lambert ,Country
 Mirella Cesa ,
 Miri BenAri ,Soul
 Miriam Bryant ,
 Missy Elliott ,Hip-Hop/Rap
 MisterWives ,Alternative
 Mitch Rossell ,Traditional Country
 Mitch Ryder ,syndicated_group_a
 Mitch Snow ,
 MKTO ,Pop
 Mo Pitney ,Country
 Modern English ,Rock
 Modern Talking ,Disco
 Modest Mouse ,Rock
 Modestep ,Dance
 Moe Bandy ,Country
 Mohammad Aziz ,
 Mohit Chauhan ,
 Mojo Mayne ,Hip-Hop/Rap
 MOLA1 ,Hip-Hop
 Molly Cliff ,
 Molly Felder ,
 Molly Hatchet ,Classic Rock
 Monaco ,Rock
 Money Mark ,Hip-Hop
 Monica ,R&B/Soul
 Monica Blaire ,R&B
 Monie Love ,Hip-Hop/Rap
 Monique Berry ,
 MonoNeon ,Avant-Garde
 Montell Jordan ,Hip-Hop/Rap
 Montez McCamish ,Contemporary Blues
 Montgomery Gentry ,Contemporary Country
 Moon Eyes Low ,Hip-Hop/Rap
 Moon Trent ,Indie Rock
 Moonshine Bandits ,Alternative
 Morgan Frazier ,Country
 Morgan Heritage ,Reggae
 Morgan Riley ,Contemporary Country
 Morgana King ,Easy Listening/Vocal
 Morris Day ,Funk
 Morrissey ,Rock
 Moses Stone ,Hip-Hop/Rap
 Mostafa Kamel ,
 Motrhead ,Metal
 Mother Maybelle Carter ,Country
 Motion City Soundtrack ,Rock
 Mountain ,Rock
 Mountain Heart ,VH1 Celebrity
 Mourning Beloveth ,Rock
 Mousta Largo ,
 Mozes and the Firstborn ,Indie Rock
 Mozzy ,Hip-Hop/Rap
 mozzy shawn ,Rap
 MP3 Guys ,Traditional Pop
 Mr Muffin ,Hip-Hop/Rap
 Mr Traffic ,Dancehall
 Mr. Lucci ,Hip-Hop/Rap
" Mr. Raleigh, NC ",Hip-Hop
 MrX ,Alternative
 MsBrooke Lauren ,Soul
 MTV Philippines ,
 Mudvayne ,Rock
 Mumford  Sons ,Alternative
 Muse ,Rock
 MUSIC ASIM KHAN ,R&B/Soul
 Music Video ,Contemporary R&B
 Music Videos Wannabe ,
 Mutemath ,Alternative
 My Bloody Valentine ,Rock
 My Chemical Romance ,Alternative
 My Politic ,Alternative Folk
 Mykah Adams ,
 Myke Aikens (MR AWWREADY) ,Hip-Hop
 Myroslav Levytsky ,
 Myrta Silva ,
 Mystery Known ,Hip-Hop/Rap
 Mystic ,Hip-Hop/Rap
 Mystikal ,Hip-Hop/Rap
 Myze ,Hip-Hop/Rap
 Myzica ,
 Mzungu Kichaa ,Africa
 Ncodemus ,Hip-Hop
 N. S. Krishnan ,
 N.W.A ,Hip-Hop/Rap
 N8 ,
 N8than Speed ,Hip-Hop
 Nadama ,
 Naked Brothers Band ,Rock
 Nana Mouskouri ,World/Reggae
 Nanci Griffith ,Country
 Nancy Ajram ,Geek: GameTrailers
 Nancy FlemingWalsch ,
 Nancy Kwan ,
 Nancy Wilson ,R&B/Soul
 Naomi Judd ,
 Nappy Roots ,Hip-Hop/Rap
 Nas ,Hip-Hop
 Nashville Pussy ,Rock
 Nat  Alex Wolff ,Rock
 Nat King Cole ,Jazz
 Natalia Kills ,Pop/Rock
 Natalia Lafourcade feat. Paco Familiar (DLD) ,
 Natalie Cole ,R&B/Soul
 Natalie Grant ,Christian & Gospel
 Natalie Imbruglia ,Pop
 Natalie Indya West ,Indie Rock
 Natalie Merchant ,Pop
 Natalie Stovall and The Drive ,
 Natas (Rap) ,Hip-Hop
 Natasha Bedingfield ,Pop
 Natassa Theodoridou ,
 Nate Adderly Jr. ,
 Nate Dogg ,West Coast Rap
 Nate Ruess ,Pop
 Nathalie Boyer ,
 Nathan Billingsley ,
 Natural Child ,Rock
 Naughty Boy ,Pop
 Naughty by Nature ,Hip-Hop/Rap
 Nay Nay ,
 Naya Rivera ,
 NAZERETH LOVE JONES ,Blues-Rock
 Ndia ,Pop
 NDMA ,IDM/Experimental
 Neal Coty ,Country
 Neal McCoy ,Country
 Neck Deep ,Alternative
 NEEDTOBREATHE ,Alternative
 Negro Success ,World/Reggae
 Neha Kakkar ,
 Neil Diamond ,Pop
 Neil Donell ,
 Neil Young ,Alternative
 Nellie McKay ,Rock
 Nelly ,Hip-Hop/Rap
 Nelly Furtado ,Pop
 Nelly Joy ,
 Nelson ,VH1 O Music Awards
 Nelson Jackson ,
 Nena ,Pop
 Neon Trees ,Alternative
 Nervo ,House
 Netto Houz ,
 Neverscape ,
 New Boyz ,Hip-Hop
 New City Cowfreaks ,
 New Edition ,College Rock
 New Faces ,
 New Grass Revival ,Country
 New Kids on the Block ,Pop
 New Politics ,Alternative
 New Riders of the Purple Sage ,Country
 New Years Day ,Pop/Rock
 New York Rappers ,
 NewBrain ,Hip-Hop
 Newsboys ,Christian & Gospel
 NewSong ,Christian Pop
 Newspring Church Live Worship ,
 Next 2 The Tracks ,Outlaw Country
 NeYo ,R&B/Soul
 NF ,Hip-Hop/Rap
 nicco homaili ,Hip-Hop/Rap
 Nick Autry ,Alternative Country
 Nick Cannon ,Hip-Hop/Rap
 Nick Carter ,Pop
 Nick Festari ,Pop
 Nick Groff ,
 Nick Jonas ,
 Nick Lachey ,Pop
 Nick Vibes ,
 Nick Voss ,Pop/Rock
 Nickel Creek ,Country Blues
 Nickelback ,Rock
 Nicki Minaj ,Hip-Hop
 Nicky Jam ,Latin
 Nicky Jam and Enrique Iglesias ,
 Nicky Romero ,House
 Nico  Vinz ,Pop
 Nicole Scherzinger ,Rock
 Nigar Sultana ,
 Nigel Brown ,Folk-Rock
 Night Riots ,Indie Rock
 Night to Die ,
 Nikki Lane ,Outlaw Country
 NIKO IS ,Hip-Hop
 Nile Rodgers ,Soul
 Niloy Bhn ,Hip-Hop/Rap
 Nils Frahm ,Electronic/Dance
 Nina Nesbitt ,
 Nina Simone ,Soul
 Nina Sky ,Hip-Hop/Rap
 Nine (Rap) ,Hip-Hop
 Nino Man ,Hip-Hop
 Nipsey Hussle ,Hip-Hop
 Niq ,
 Nirvana ,Grunge
 NKOTBSB ,Rock
 Nneka ,Contemporary R&B
 No Doubt ,Pop
 No Justice ,
 No Speed Limit ,Blues/Folk
 Noah and the Whale ,Rock
 Noel Gallagher ,Alternative
 Noelia ,Dance
 Noemy Esparza ,
 Nolan Gerard Funk ,
 Nonoy Zuniga ,
 Nonpoint ,Metal
 Norah Jones ,Pop
 Norbert Reiff  Seine Musikanten ,
 Nordwand ,Rock
 Norma O'Hara Murphy ,
 Norman Lee Schaffer ,
 Nosa Nosa ,
 Noteworthy ,
 Nothing to Lose ,
 Nou Maan ,Hip-Hop/Rap
 November kennedy ,Afro-Beat
 Nu Shooz ,Soul
 Nubetia ,Dance
 NuffSaid ,Hip-Hop/Rap
 Nyemiah Supreme ,
 Nyzzy Nyce ,Hip-Hop
 O.A.R. ,Alternative
 O.C.A.D. ,World
 O.T. Genasis ,
 o2 ,
 OAG ,Rock
 Oasis ,Alternative
 Obcene ,
 Obie Bermudez ,Latin
 Obsclue ,IDM/Experimental
 October The God ,Hip-Hop
 Oden Fong ,
 ODESZA ,Electronic
 of god and science ,Rock
 Of Mice  Men ,Metal
 Of Monsters and Men ,Alternative
 Official 3AM Music ,Alternative Rap
 officialcasper ,Hip-Hop/Rap
 OfficialClay ,Reggae
 Oh Wonder ,Rock
 OK Go ,Rock
 Ok Sam ,
 Ol' Dirty Bastard ,Hip-Hop/Rap
 Ola Dips ,Rap
 O'Landa Draper  The... ,Inspirational
 Olatunji Yearwood ,
 Old 97's ,Alternative Country
 Old Crow Medicine Show ,Americana
 Old Dominion ,Country
 Old Red ,
 Old School ,
 Olemantwiz ,
 Oliver Heldens ,
 Oliver North Boy Choir ,
 Olivia ,Hip-Hop/Rap
 Olivia Anna Livki ,Alternative
 Olivia NewtonJohn ,Disco
 Ollie Gabriel ,Soul
 Olly Murs ,Pop
 Omar LinX ,
 Omarion ,R&B/Soul
 Omeil ,Reggae
 Omi ,World
 Omo Gadabadze ,R&B/Soul
 One Direction ,Pop
 One Eskimo ,Electronic/Dance
 One Way ,Soul
 OneRepublic ,Pop/Rock
 Onur –zsu ,Pop
 OOMPH ,Alternative
 Open Voices Community Choir ,
 Optivion ,Alternative
 Orianthi ,Rock
 Orquesta Majestad ,
 Osborne Brothers ,Country
 Oscar Brand ,Blues/Folk
 Oscar Cash ,
 Otep ,Ambient
 Otis Gibbs ,Country
 Otis Redding ,Soul
 OTown ,Pop
 Ottmar Liebert ,World/International
 Our Last Night ,Rock
 OutKast ,Hip-Hop/Rap
 Outshyne ,Country
 Owl City ,Pop
 Ozzy Osbourne ,Rock
 P Tizi ,Hip-Hop/Rap
 Pnk ,Pop
 P.A.P.I. (aka N.O.R.E.) ,Hip-Hop/Rap
 Prez Prado ,World/International
 Pka Angla ,
 paco doe ,Hip-Hop/Rap
 Paloma Faith ,Soul
 Pam Gadd ,Country
 Pam Tillis ,Country
 Pampers ,
 PANA ,
 Pancho Barraza ,Latin
 Pandora ,True Life
 Panic At the Disco ,Alternative
 Panjabi Hit Squad ,
 Panjabi MC ,Dance
 Pantera ,Metal
 Paolo Nutini ,Pop
 Papa Roach ,Rock
 Papanasam Sivan ,
 Pappo's Blues ,Latin
 paradax ,Dancehall
 Parade Of Lights ,Alternative
 Paramore ,Alternative
 pardison fontaine ,Hip-Hop
 Paris Hilton ,Rock
 Parmalee ,Country
 Parokya ni Edgar ,Misc
 PARTYNEXTDOOR ,Hip-Hop/Rap
 Pascal Jourdan ,
 Passaic High School Marching Band ,
 Passenger ,Alternative Folk
 Passion Pit ,Alternative
 Pastor Charles Charamba ,
 Pastor Ed Rea ,
 Pastor R.A. Vernon ,
 Pastor Renita AllenDixon ,
 Pastor Troy ,Hip-Hop/Rap
 Pat Benatar ,Rock
 Pat Green ,Country
 Patoranking ,
 Patrick Stump ,Rock
 Patrick Wolf ,Rock
 Patrick Yandall ,
 Patsy Cline ,Country
 Patti LaBelle ,Soul
 Patti Smith ,Rock
 Patty Griffin ,Singer/Songwriter
 Patty Loveless ,Country
 Paul Anka ,Pop
 Paul Ansell ,
 Paul Bogart ,Country
 Paul Brandt ,Country
 Paul Bura ,Jazz
 Paul Couture ,
 Paul Gilbert ,Rock
 Paul Hardcastle ,Alternative
 Paul Heaton ,Rock
 Paul Koleske ,
 Paul McCartney ,Rock & Roll
 Paul Oakenfold ,Trance
 Paul Overstreet ,Country
 Paul Parr ,
 Paul Sapiera ,
 Paul Thorn ,Country
 Paul Wall ,Hip-Hop/Rap
 Paula Abdul ,Dance/Electronic
 Pauletta Washington ,
 Paulina Rubio ,Pop
 Payro Y Su Smog Tropical ,
 Payroll Giovanni ,
 Payton Rae ,Country
 PBR All Stars ,
 pdp ,Electronic
 Pearl Jam ,Rock
 Pee Wee King ,Country
 Pee Wee Madison ,Blues/Folk
 Peer van Mladen ,House
 Peewee Longway ,
 Peggy Dell ,
 Peggy Lee ,Jazz
 Peign ,
 Pentatonix ,Pop
 Pepe Aguilar ,Regional Mexicano
 Pepper ,Rock
 Perfect Stranger ,Country
 Pet Shop Boys ,Pop
 Petawane ,Soul
 Peter Alexander ,Classical
 Peter Blakeley ,Rock
 Peter Cetera ,Pop
 Peter Cincotti ,Easy Listening/Vocal
 Peter Gabriel ,Rock
 Peter LeMarc ,Rock
 Peter Nielsen ,
 Peter Rowan ,Blues/Folk
 Peter Strauss ,
 Peter Tosh ,Reggae
 Petey Joe Kush ,Hip-Hop/Rap
 Petula Clark ,Classic Rock
 Pharm Rep ,Electronic
 Pharrell Williams ,Pop
 Phil Fischer ,Grunge
 Phil Vandel ,Contemporary Country
 Phil Vassar ,Country
 Philip Smart ,
 Phillip Phillips ,Rock
 Phoenix ,Alternative
 Phurpa ,
 Phyllis Hyman ,Jazz
 Pia Mia ,
 Piccadilly Dance Orchestra ,
 Pierce the Veil ,Hardcore
 Pierre Blanchard ,Jazz
 Pigeon Lake Singers ,
 pilato ,Worldbeat
 Pilgrim Jubilee Singers ,R&B/Soul
 Pimp C ,Rap
 Pink Floyd ,Prog-Rock/Art Rock
 Pinkish Black ,
 PinMonkey ,Country
 Pirates of the Mississippi ,Country
 Pistol Annies ,Country
 Pitbull ,Pop/Rock
 Pitch Black (Rap) ,Hip Hop
 Pitingo ,Blues/Folk
 PJ Golden ,
 PJ Harvey ,Rock
 Plain White T's ,Rock
 Play ,Pop
 Playaz Lounge Crew ,
 Plies ,Rap
 PM Dawn ,
 PnB Rock ,
 Polito Vega ,
 Pongo Dean ,
 Popcaan ,
 Populah Da Man ,Pop/Rock
 Porno for Pyros ,Rock
 Porno Graffitti ,Rock
 Porter Wagoner ,Country
 Portishead ,Dance/Electronic
 Post Malone ,
 Povertyneck Hillbillies ,Country
 presidential productions ,Rap
 Pretty Lights ,Electronic
 Pretty Ricky ,Hip-Hop/Rap
 PREVIS ,Hip-Hop/Rap
 Prince ,R&B/Soul
 Prince Pope ,Hip-Hop/Rap
 Prince Royce ,
 Priory ,Indie Rock
 Priyanka Chopra ,
 Problem OTC ,Hip-Hop/Rap
 Project Pat ,Movies
 Prozac ,
 PSquare ,
 Psy ,Pop
 Psychoetry ,Hip-Hop/Rap
 PSYCLE ,
 Public Enemy ,Hip-Hop/Rap
 Pullin' Up ,
 Pulp ,Alternative
 Pumpkin Uglies ,
 Purdue Jazz Band ,
 Pusha T ,Hip-Hop/Rap
 Quan ,
 Queen ,Rock
 Queen Latifah ,Hip-Hop/Rap
 Queen V ,
 Queens of the Stone Age ,Rock
 Queensr¿che ,Hard Rock
" Queta Jimenez """"La Prieta Linda"""" ",
 R James ,Smooth Jazz
 R. City ,Hip-Hop
 R. Kelly ,R&B/Soul
 R.A. The Rugged Man ,Hip-Hop
 R.City ,
 R.E.L. ,
 R.E.M. ,Rock
 R3hab ,
 R3nz ,Hip-Hop/Rap
 R5 ,Pop/Rock
 Ra Ra Riot ,Indie Rock
 Rgis Danese ,Latin
 Raby ,Pop
 Rachel Farley ,Country
 Rachel Platten ,Pop
 Rachel Potter ,Contemporary Country
 RACING SONGS ,Country
 Radiohead ,Rock
 Radney Foster ,Country
 Rae Ray ,Pop
 Rae Sremmurd ,Hip-Hop
 RaeLynn ,Contemporary Country
 Rafael Ruppert ,
 Rage Against the Machine ,Rock
 Rahat Nusrat Fateh Ali Khan ,World/Reggae
 Raheem DeVaughn ,R&B/Soul
 Raija Regnell ,
 Raimee ,Hard Rock
 Rainbow Kitten Surprise ,Alternative
 Rainy Day Women ,
 Rajendra Teredesai ,
 Ral Donner ,Classic Rock
 Ramn Ayala ,World/International
 Rambler ,
 Rammstein ,Rock
 Ramon Claw ,
 Rancid ,Rock
 Randall Morris ,
 Randy and the Bloody Lovelies ,Alternative
 Randy Boone ,
 Randy Clark ,
 Randy Crawford ,Soul
 Randy Edelman ,Pop
 Randy Foster ,
 Randy Houser ,Country
 Randy Howard ,
 Randy Meisner ,Country
 Randy Owen ,Country
 Randy Rogers Band ,Country
 Randy Travis ,Country
 Rapper Maddy aka KING MADDY ,Hip-Hop
 rapper pranav ,Hip-Hop
 Raptar ,
 Rascal Flatts ,Country
 Rata Blanca ,Latin
 Raury ,Electronic/Dance
 Raw Blue ,Hip-Hop
 Rawyals ,R&B/Soul
 Ray Charles ,Vocal Jazz
 Ray Fulcher  County Line ,Contemporary Country
 Ray J ,Hip-Hop/Rap
 Ray LaMontagne ,Folk-Rock
 Ray Len ,
 Ray McVay ,
" Ray Parker, Jr. ",Soul
 Ray Price ,Country
 Ray Ramon ,Dance
 Ray Smith ,Rock
 Ray Stevens ,Country
 Ray Wylie Hubbard ,Country
 Rayito Colombiano ,Latin
 Rayjozz ,Hip-Hop/Rap
 Raymond Lam ,
 Raymond Myles ,Inspirational
 Razakel ,
 RBD ,
 RDGLDGRN ,Alternative
 Ready for the World ,Soul
 Readymade Breakup ,Rock & Roll
 Real Money ,Hip-Hop/Rap
 Real Rimes ,Hip-Hop/Rap
 Real Street Entertainment ,
 Reba McEntire ,Contemporary Country
 Rebecca Black ,
 Rebecca Ferguson ,
 Rebelution ,Alternative
 Reckless Kelly ,Country
 Red Eyez Entertainment ,Hip-Hop/Rap
 Red Hot Chili Peppers ,Rock
 Red Line Chemistry ,Rock
 Red Mosa ,Hip-Hop/Rap
 Red Shaydez ,Hip-Hop
 Red Steagall ,Country
 Redfoo ,
 Redman ,MADE
 Reel Big Fish ,Rock
 Reggie Too Wise ,Hip-Hop
 Regina Spektor ,Alternative
 Rehab ,Hip-Hop/Rap
 Reid Perry ,
 Reik ,Latin
 rejusa ,
 Remnant ,
 Renate Dirix ,
 Rene Cabel ,
 REO Speedwagon ,Rock
 RequestASong.com ,
 Res ,R&B/Soul
 Restless Heart ,Country
 Restless Highway ,
 Reuben Welch ,
 Rev Run ,Hip-Hop/Rap
 Rev. James Cleveland ,Inspirational
 Revathi ,
 Revenge ,Alternative
" Reverend Dr. Emma Hebblethwaite, Chaplain ",
 Reverend Dr. Morgan Babb ,Inspirational
 Revolting Cocks ,Alternative
 Rex Robards ,Country
 Rhea ,
 Rhett Akins ,Country
 Rhett Palmer ,
 Rhett Walker Band ,Christian & Gospel
 Rhonda Fleming ,
 Rhonda Vincent ,Country
 Rhydian ,Rock
 Ric Thret ,
 Ricardo Arjona ,Pop Latino
 Ricardo Montaner ,Latin
 Rich Gang ,Hip-Hop
 Rich Homie Quan ,
 Rich the Factor ,
 Rich Vuitton  ,Hip-Hop/Rap
 Richard Brookens  Yellow Bell ,
 Richard Harris ,Soundtracks/Musicals
 Richard Kastle ,
 Richard Lugo ,Rock
 Richard Lynch ,Traditional Country
 Richard Marx ,Adult Contemporary
 Richie Furay ,Country
 Richie Lane ,
 Richie Miletic ,
 Richie Rosato ,
 Rick Astley ,Pop
 Rick Danko ,Classic Rock
 Rick Hays  American Steel ,
 Rick Henry ,
 Rick Ross ,Hip-Hop/Rap
 Rick Springfield ,Pop
 Ricky Dillard ,
 Ricky Jai ,
 Ricky Jarman ,Pop
 Ricky Lynn Gregg ,Country
 Ricky Martin ,World/International
 Ricky Skaggs ,Country
 Ricky Vallen ,
 Ricky Van Shelton ,Country
 Ricky White ,
 Rida Bone ,Hip-Hop
 Riders in the Sky ,Country
 Riff Raff ,Hip-Hop
 Right Said Fred ,Disco
 Rigna Folk ,Indie Rock
 Rihanna ,Pop
 Riley Siebert ,
 Ringo Starr ,Pop
 RiseAscend  Direction ,Hip-Hop/Rap
 Rishi Rich ,Contemporary R&B
 Rising Star ,
 Rita Ora ,Pop
 Rita Rose ,
 Rivermaya ,Rock
 Rixton ,Pop/Rock
 Ro Music ,Hip-Hop/Rap
 Rob Bailey ,Rock
 Rob Curly ,Hip-Hop
 Rob FisherCoffee Club Orchest ,Jazz
 Rob Halford ,Rock
 Rob Parissi ,
 Rob Scott ,Contemporary R&B
 Rob Thomas ,Rock
 Rob Zombie ,Hard Rock
 Robbie Williams ,Pop
" Robert ""Rumba"" Jones ",
 Robert Cray ,Blues
 Robert DeLong ,Alternative
 Robert Earl Keen ,Blues/Folk
 Robert Francis ,Rock
 Robert John Godfrey ,
 Robert McDuffy ,
 Robert Mlkeyan ,
 Robert Nelson ,
 Robert Palmer ,Soul
 Robert Perkins ,
 Robert Plant ,Rock
 Roberto Carlos ,Latin
 Roberto Casas ,
 Roberto Tapia ,Latin
 Robin Lee Field ,Singer/Songwriter
 Robin McNamara ,
 Robin Schulz ,Electronic/Dance
 Robin Thicke ,R&B/Soul
 Robyn ,Pop
 Robyn Pauhl ,
 Roco Drcal ,Latin
 Rochelle Macarthur ,
 Rocka Folka Blues ,
 Rockie Lynne ,Country
 Rockin' Raffi Arto ,
 Rockwell ,Soul
 Rod Picott ,Country
 Rod Stewart ,Rock
 Rodney Atkins ,Country
 Rodney Carrington ,Comedy
 Rodney Crowell ,Americana
 Rodrigo y Gabriela ,World
 Roger Danes ,
 Roger Miller ,Country
 Rohan Bhatnagar ,
 rollen stoner ,West Coast Rap
 Romeo Santos ,Latin
 Romina Power ,
 Ron Cole ,
 Ron Kenoly ,Inspirational
 Ron Morris ,
 Ron Tipping ,
 Ronald Isley ,R&B
 Ronan Parke ,Easy Listening/Vocal
